entry_id	figure	panel	source	record_type	independent_unit	notes	sha256
morphology.figS43.a-f.source_data.boolean_theory.README.md	figS43	a-f	source_data/boolean_theory/README.md	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units. Manually authored documentation or recorded standalone LaTeX validation; no persistent data generator.	ff0719847e01c18ef9175c68c7ed9aaac1d3b346f36a57e84e1b3b63d9d7caaf
morphology.figS43.a-f.source_data.boolean_theory.all_cuts.csv	figS43	a-f	source_data/boolean_theory/all_cuts.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	8f104d3610227a5ec2ad8700d78dc93cb91c7579e60e1dc70b2f7d07f111f8d0
morphology.figS43.a-f.source_data.boolean_theory.canonical_root_credit_by_pattern.csv	figS43	a-f	source_data/boolean_theory/canonical_root_credit_by_pattern.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	3137171975ee23ae627dafeadb4be41c3fd7780363406b47a6bc944c9f9a67ac
morphology.figS43.a-f.source_data.boolean_theory.depth_summary.csv	figS43	a-f	source_data/boolean_theory/depth_summary.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	bb7b5fc917a91fc4f1de838b2cce23f07fc2d036a80a032e601c23ef8f966926
morphology.figS43.a-f.source_data.boolean_theory.exact_constructions.json	figS43	a-f	source_data/boolean_theory/exact_constructions.json	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	9ebfc55973ffc685e2f009123163ed354b580dfe5a53e19ec4020271b64025c6
morphology.figS43.a-f.source_data.boolean_theory.gate_credit_fields.csv	figS43	a-f	source_data/boolean_theory/gate_credit_fields.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	4797116f1d5e94335e92d68a8af0655fe7f6d260e1f6d5de6305a503d0d2c4fa
morphology.figS43.a-f.source_data.boolean_theory.gate_derivative_corners.csv	figS43	a-f	source_data/boolean_theory/gate_derivative_corners.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	25c30a80eb498d2d3f6266ae71bd9615985296f426ec862cb964e03f00cb8efc
morphology.figS43.a-f.source_data.boolean_theory.latex_validation.json	figS43	a-f	source_data/boolean_theory/latex_validation.json	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units. Manually authored documentation or recorded standalone LaTeX validation; no persistent data generator.	167611ba7f68d560e3a8c0879b631fe47ad846395271a23792d9abdc7705d7fc
morphology.figS43.a-f.source_data.boolean_theory.learning_endpoint_validation.csv	figS43	a-f	source_data/boolean_theory/learning_endpoint_validation.csv	panel_source	5 development and 20 fresh seed blocks; 8,400 independently replayed endpoints and initial states	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units. Independent endpoint, metric, bound, selection and primary-bootstrap audit; this validator does not replay complete training trajectories.	9a5b4a4aa72827c902011dd08e7506da686e5c23deeabe540aaa10143c50f994
morphology.figS43.a-f.source_data.boolean_theory.learning_validation.json	figS43	a-f	source_data/boolean_theory/learning_validation.json	panel_source	5 development and 20 fresh seed blocks; 8,400 independently replayed endpoints and initial states	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units. Independent endpoint, metric, bound, selection and primary-bootstrap audit; this validator does not replay complete training trajectories.	47a58bd7727b182d3abace41117fb0b2c7020f0a387d8d9d425e3bd9eadf3c9d
morphology.figS43.a-f.source_data.boolean_theory.main6a_grouping.csv	figS43	a-f	source_data/boolean_theory/main6a_grouping.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	c48849ebfa27813068029b9e128d04bbd26d9629bf97e7e6d9950c449a929627
morphology.figS43.a-f.source_data.boolean_theory.posthoc_projection_validation.json	figS43	a-f	source_data/boolean_theory/posthoc_projection_validation.json	panel_source	98 exact target/subset combinations: seven truth tables and fourteen proper subsets	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units. Target projection is checked against conditional means; it neither selects compatible groupings nor proves that broadcast cannot learn. Explicitly post hoc after fresh learning outcomes; no new training or primary-test replacement.	d5d9b1da1920ab2b77c74a81c9b5d6b1e2806b64f6915c49ae2363a0c4ee66bd
morphology.figS43.a-f.source_data.boolean_theory.proper_subtree_projection_energy.csv	figS43	a-f	source_data/boolean_theory/proper_subtree_projection_energy.csv	panel_source	98 exact target/subset combinations: seven truth tables and fourteen proper subsets	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units. Target projection is checked against conditional means; it neither selects compatible groupings nor proves that broadcast cannot learn. Explicitly post hoc after fresh learning outcomes; no new training or primary-test replacement.	f66f90c04e0323ae0cfaeacd7eb3ebba6669dd360c9f3324ab486afd18b5a48c
morphology.figS43.a-f.source_data.boolean_theory.pytest_output.txt	figS43	a-f	source_data/boolean_theory/pytest_output.txt	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	8b2f2ee0fc169e4c0ce96d5256b846a3ac33569e302f7ddc4ab5336518b050cf
morphology.figS43.a-f.source_data.boolean_theory.report.json	figS43	a-f	source_data/boolean_theory/report.json	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	35dd5a0e6dfe2262253ae5ba0daf3ef94ff7c91ab64553a382f4316d26f3237f
morphology.figS43.a-f.source_data.boolean_theory.target_summary.csv	figS43	a-f	source_data/boolean_theory/target_summary.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	d36e205316bf21700a9abe1cce672c6ab8421cea2193593db0034a5d9c1745ad
morphology.figS43.a-f.source_data.boolean_theory.test_validation.json	figS43	a-f	source_data/boolean_theory/test_validation.json	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	d56c8e747c5c28c70a77954d29f0d85857131a750c7053185051dc8f1d8325cf
morphology.figS43.a-f.source_data.boolean_theory.tree_capacity.csv	figS43	a-f	source_data/boolean_theory/tree_capacity.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	27fc2625d93ce79a039ed0b72e906591cb21b1328d8d44ee85b40f060e757cef
morphology.figS43.a-f.source_data.boolean_theory.tree_cuts.csv	figS43	a-f	source_data/boolean_theory/tree_cuts.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	35b6ec3c99cb825e620521ba6a410fb2d6cabd1608fb772cb3887fdcd4f74967
morphology.figS43.a-f.source_data.boolean_theory.truth_tables.csv	figS43	a-f	source_data/boolean_theory/truth_tables.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	28dd8bc500c32fda9de5474fe29fd6ffe68852872f9c218f09b816da02d97a2e
morphology.figS43.a-f.source_data.boolean_theory.validation.json	figS43	a-f	source_data/boolean_theory/validation.json	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	cde5d5c014da4fdf0a53c8b0592dcb8156bca88068321d9e9896bbe0b543821e
morphology.figS43.a-f.source_data.boolean_theory.walsh_coefficients.csv	figS43	a-f	source_data/boolean_theory/walsh_coefficients.csv	panel_source	exhaustive 16 input patterns, seven fixed truth tables and 15 labeled binary trees	Exact rational ranks and constructions; spectral tails evaluated numerically. Bounds concern truth-value regression in the scalar multi-affine class. Canonical Boolean gate derivatives do not fix the coordinates of learned units.	108402105dfe5d93a9443e0a91173c760df9249c8355548d46036b4a76ba281c
